evidence_class,family,cell_id,status,mismatch_count,clause,expected,actual
fatal-guard,GUARD,configuration:f1-budget24-seqs2,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f1-budget24-seqs2,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,F1-allocation:f1-budget24-seqs2,PASS,0,F1 has no allocation failure or preemption,0,0
fatal-guard,GUARD,native-output:f2-budget-minus-one,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-budget-minus-one,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-budget-minus-one,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-budget,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-budget,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-budget,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-budget-plus-one,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-budget-plus-one,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-budget-plus-one,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-threshold-one,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-threshold-one,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-threshold-one,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-threshold-two,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-threshold-two,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-threshold-two,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-threshold-three,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-threshold-three,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-threshold-three,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-chunking-off-stop-at-head,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-chunking-off-stop-at-head,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-chunking-off-stop-at-head,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f2-chunking-off-threshold,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f2-chunking-off-threshold,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f2-chunking-off-threshold,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f3-blocks3-seqs1,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f3-blocks3-seqs1,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f3-blocks3-seqs1,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f3-blocks3-seqs2,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f3-blocks3-seqs2,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f3-blocks3-seqs2,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f3-blocks5-seqs1,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f3-blocks5-seqs1,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f3-blocks5-seqs1,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f3-blocks5-seqs2,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f3-blocks5-seqs2,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f3-blocks5-seqs2,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f4-zero-full-prefix-blocks,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f4-zero-full-prefix-blocks,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f4-zero-full-prefix-blocks,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f4-one-full-prefix-block,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f4-one-full-prefix-block,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f4-one-full-prefix-block,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f4-several-full-prefix-blocks,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f4-several-full-prefix-blocks,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f4-several-full-prefix-blocks,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f5-one-offset750000,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f5-one-offset750000,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f5-one-offset750000,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f5-one-offset1250000,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f5-one-offset1250000,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f5-one-offset1250000,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f5-three-offset750000,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f5-three-offset750000,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f5-three-offset750000,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,native-output:f5-three-offset1250000,PASS,0,native SchedulerOutput retained beside its projection,"""direct native fields equal paired capture fields""","{""mismatch_count"": 0}"
fatal-guard,GUARD,configuration:f5-three-offset1250000,PASS,0,"causal tuple, capacity, and inactive features remain pinned","""frozen tuple""","{""mismatch_count"": 0}"
fatal-guard,GUARD,token-conservation:f5-three-offset1250000,PASS,0,both authorities conserve scheduled and returned tokens,"""all requests reach their frozen output caps or the head stops""","{""live_mismatches"": 0, ""surrogate_mismatches"": 0}"
fatal-guard,GUARD,end-to-end-mutation-controls,PASS,0,"record, KV, and pricing corruptions must be detected","{""kv_mutation"": {""baseline_mismatch_count"": 0, ""baseline_status"": ""PASS"", ""mutant_status"": ""FAIL"", ""pass_to_fail"": true, ""source_cell"": ""f3-blocks3-seqs2""}, ""pricing_mutation_detected"": true, ""record_mutation_detected"": true}","{""kv_mutation"": {""baseline_mismatch_count"": 0, ""baseline_status"": ""PASS"", ""mutant_mismatch_count"": 1, ""mutant_status"": ""FAIL"", ""pass_to_fail"": true, ""source_cell"": ""f3-blocks3-seqs2""}, ""pricing_mutation_detected"": true, ""record_mutation_detected"": true}"
